Line,Class
510,org/apache/commons/math3/optimization/linear/SimplexSolverTest
511,org/apache/commons/math3/optimization/linear/SimplexSolverTest
512,org/apache/commons/math3/optimization/linear/SimplexSolverTest
513,org/apache/commons/math3/optimization/linear/SimplexSolverTest
514,org/apache/commons/math3/linear/AbstractRealMatrix
514,org/apache/commons/math3/optimization/linear/SimplexSolverTest
515,org/apache/commons/math3/linear/AbstractRealMatrix
515,org/apache/commons/math3/optimization/linear/SimplexSolverTest
516,org/apache/commons/math3/linear/AbstractRealMatrix
516,org/apache/commons/math3/optimization/linear/SimplexSolverTest
516,org/apache/commons/math3/optimization/linear/SimplexTableau
517,org/apache/commons/math3/linear/AbstractRealMatrix
517,org/apache/commons/math3/optimization/linear/SimplexSolverTest
518,org/apache/commons/math3/linear/AbstractRealMatrix
518,org/apache/commons/math3/optimization/linear/SimplexSolverTest
519,org/apache/commons/math3/optimization/linear/SimplexSolverTest
520,org/apache/commons/math3/optimization/linear/SimplexSolverTest
521,org/apache/commons/math3/linear/AbstractRealMatrix
521,org/apache/commons/math3/optimization/linear/SimplexSolverTest
522,org/apache/commons/math3/optimization/linear/SimplexSolverTest
523,org/apache/commons/math3/optimization/linear/SimplexSolverTest
524,org/apache/commons/math3/optimization/linear/SimplexSolverTest
525,org/apache/commons/math3/optimization/linear/SimplexSolverTest
526,org/apache/commons/math3/linear/Array2DRowRealMatrix
526,org/apache/commons/math3/optimization/linear/SimplexSolverTest
527,org/apache/commons/math3/linear/RealVector
527,org/apache/commons/math3/optimization/linear/SimplexSolverTest
528,org/apache/commons/math3/optimization/linear/SimplexSolverTest
529,org/apache/commons/math3/optimization/linear/SimplexSolverTest
530,org/apache/commons/math3/optimization/linear/SimplexSolverTest
531,org/apache/commons/math3/optimization/linear/SimplexSolverTest
533,org/apache/commons/math3/optimization/linear/SimplexSolverTest
534,org/apache/commons/math3/optimization/linear/SimplexSolverTest
535,org/apache/commons/math3/optimization/linear/SimplexSolverTest
539,org/apache/commons/math3/optimization/linear/SimplexTableau
544,org/apache/commons/math3/optimization/linear/SimplexSolverTest
545,org/apache/commons/math3/optimization/linear/SimplexSolverTest
546,org/apache/commons/math3/optimization/linear/SimplexSolverTest
547,org/apache/commons/math3/optimization/linear/SimplexTableau
548,org/apache/commons/math3/optimization/linear/SimplexSolverTest
549,org/apache/commons/math3/optimization/linear/SimplexSolverTest
554,org/apache/commons/math3/optimization/linear/SimplexSolverTest
555,org/apache/commons/math3/optimization/linear/SimplexSolverTest
555,org/apache/commons/math3/optimization/linear/SimplexTableau
557,org/apache/commons/math3/optimization/linear/SimplexSolverTest
558,org/apache/commons/math3/optimization/linear/SimplexSolverTest
559,org/apache/commons/math3/optimization/linear/SimplexSolverTest
560,org/apache/commons/math3/optimization/linear/SimplexSolverTest
561,org/apache/commons/math3/optimization/linear/SimplexSolverTest
562,org/apache/commons/math3/optimization/linear/SimplexSolverTest
563,org/apache/commons/math3/optimization/linear/SimplexSolverTest
565,org/apache/commons/math3/optimization/linear/SimplexSolverTest
623,org/apache/commons/math3/linear/ArrayRealVector
629,org/apache/commons/math3/linear/ArrayRealVector
733,org/apache/commons/math3/linear/ArrayRealVector
763,org/apache/commons/math3/linear/ArrayRealVector
3002,org/apache/commons/math3/util/FastMath
3020,org/apache/commons/math3/util/FastMath
